text,label
"o terror que alguns youtubers e imprensa colocaram na população chegou ao cumulo de corpos serem jogados na calçada de favelas, sob suspeita de morte por coronavirus, e ninguem ter coragem de tocar neles.estão com medo de que? do morto espirrar na sua cara?",-1.0
estamos doando r$ 1 bilhão para o combate ao coronavírus e vamos explicar aqui um pouco como vai funcionar. 👇 https://t.co/qa9f3ozn1w,1.0
cientistas de santa catarina dizem que pronunciamento “de alguma autoridade nacional” pode ter afetado curva do coronavírus no brasil. íntegra do estudo https://t.co/0zSQTanpwT,-1.0
"quarentena prolongada custará mais vidas, afirma o presidente da agência espacial israelense. mas o coronavírus adverte: fique em casa! tá dando certo! todo mundo ficando maluco, doente, infeliz e sem dinheiro, enfim, populações esfaceladas e prontinhas p/ as próximas epidemias!",-1.0
"alta para o nosso combatente! 🇧🇷 ernando vence mais uma batalha, agora contra o novo #coronavirus, recebendo alta no mesmo dia em que se comemora os 75 anos da “tomada de montese”, exitosa campanha das tropas brasileiras na itália, durante a 2ª guerra mundial. https://t.co/72rwyxku4z",1.0
"hoje identificamos vários casos positivos de coronavírus em porto velho. foi feita uma investigação e descobrimos que essas pessoas estavam em uma festa em 4 de abril. ou seja, não estavam trabalhando e nem levando o pão para casa https://t.co/zsaaxchqd9",-1.0
#bomdia eu insisto e persisto. é viável fazer um pacto federal entre poderes para repassar os 2 bilhões do fundo eleitoral para saúde e auxílio às vítimas do coronavírus. mas o trabalho de convencimento dos políticos tem que ser feito pelo povo. https://t.co/anqyajn3a8,1.0
cbf discute 35 modelos para o brasileirão após pandemia do novo coronavírus https://t.co/92mcev7b3b,1.0
"meus deus, o coronavírus vai espalhar mais rápido agora que ficou frio, no inverno é pior!imprensa: o frio é culpa do presidente bolsonaro, ele soltou todo o vento que dilma estocou!🤬 chega de usar uma pandemia na tentativa de derrubar o presidente!hipocrisia não!",-1.0
"polícia apreende equipamento to de combate ao coronavírus roubado de cumbica. um dos envolvidos, marcos zheng, disse ser ligado à câmara de comércio brasil china. será? é preciso investigar. https://t.co/mtopfwrnxx",1.0
agentes de fiscalização notificam comércios que não cumprem o decreto 316/2020 que autoriza a abertura parcial de comércios e serviços no horário das 10h às 16h.#pinhaispr #rmc #covidー19 #coronavirus #coronavirusbrasil #coronavirusnobrasil https://t.co/xvgy5lg8ec,1.0
"esse circo de coronavírus não funciona comigo. esse surto armaram para implantar uma ditadura comunista. logo após a cidadã foi presa. parabéns à polícia que agiu dentro da lei nesta ação que protege não só a vida dela, mas a de outras pessoas https://t.co/8x08hlob3d",-1.0
@AlbuquerqueDavy E a ameaça é o coronavirus,-1.0
pesquisador da fiocruz sobre relaxamento do isolamento social: “vamos perder vidas em decorrência da sobrecarga do sistema de saúde e não vamos preservar os empregos”https://t.co/3j4rpdeyys#coronavirus #covid19 #coronavirusbrasil,-1.0
"eu nao aguento mais sonhar com hospital e gente morrendo. coronavirus, sai da minha cabeça, pf",-1.0
mundo - primeira-ministra da nova zelândia aceita corte no salário em solidariedade com afetados pela... https://t.co/cprubtyy6x,1.0
esta é a charge de hubert publicada na #folha nesta quarta (15). quer ver mais charges do jornal? acesse https://t.co/sybmd9isw2. #folha #fsp #folhadespaulo #coronavirus #covid19 #coronavirusbrasil #charge #humor #drawing⠀ https://t.co/nshecrxoxv,1.0
"a câmara dos deputados aprovou ontem, projeto que estabelece auxílio financeiro a estados e municípios durante 6 meses pela perda das receitas com arrecadação de impostos por causa da pandemia do coronavírus. o impacto do projeto aprovado pelos deputados é de r$ 89,6 bilhões. https://t.co/qtqkzl1vru",1.0
"@energyls a suécia, que é citada em verso e prosa pelo osmar terra, proibiu o uso da cloroquina nos pacientes daquele país. não há nada confiável e imbatível diante dessa peste chinesa.https://t.co/iqkymijkk2",-1.0
"aos nossos profissionais de saúde, que estão trabalhando na linha de frente no combate ao coronavírus, todo meu respeito e admiração. muito obrigado! https://t.co/bfmhl1gfri",1.0
"em nova publicação da série relatos da pandemia, giovana conta como foi deixar às pressas um país que deveria ser um dos mais preparados do mundo para lidar com uma pandemia. https://t.co/qtu6ysrqhx",-1.0
"ceará tem 137 profissionais da saúde afastados por suspeita de coronavírus, 4 morreram",-1.0
"enquanto onyx lorenzoni, a escória da política gaúcha, faz sabujos elogios ao governo, a família bolsonaro e seus sequazes, moro, guedes, salles et caterva terraplanista, vão enterrando o país. 204 mortos! eles são os coveiros do brasil, dançando com os caixões do coronavírus... https://t.co/ru0zvfjptd",-1.0
"quem poderia prever que chegaria o dia em que um governador autoritário, chamado wilson witzel, proibiria os cariocas de frequentarem as praias, as missas, os cultos, o maracanã, as praças e os bares? o coronavírus está sendo usado para matar algo fundamental: a nossa liberdade.",-1.0
o presidente donald trump está suspendendo o financiamento da organização mundial da saúde enquanto uma revisão é realizada para avaliar o papel da oms na má gestão do surto de coronavírus. https://t.co/j2ol5l8kqw,-1.0
"qualquer um com um mínimo de experiência gerencial sabe que grandes e estratégicas decisões como essa, em relação ao enfrentamento do coronavírus, nunca são simples de tomar e estão sujeitas às deficiências humanas. e como…leia mais em: https://t.co/ocjvdlg44x",-1.0
Por que faltam recursos para respiradores e EPIs nos hospitais?  Relatório lançado hoje conclui que as medidas de austeridade implementadas desde 2015 pelo gov. federal  deixaram o Brasil “com baixa imunidade” para enfrentar a pandemia da Covid-19.\n\nBaixe! https://t.co/QywY7R8K4v https://t.co/j2G3XZTwuG',-1.0
passando para lembrar que o país que gasta 63 milhões de reais por ano com auxílio paletó é o mesmo em que os profissionais de saúde estão usando saco plástico como epi no enfrentamento do coronavírus. https://t.co/prthfsdx0r,-1.0
"acho que não devemos antecipar o caos, porque o caos não necessariamente vai ocorrer. todas as medidas necessárias a preservação da ordem pública e da segurança têm sido tomadas.https://t.co/zy8pm6adnc",1.0
"no rio grande do sul, a preocupação com o coronavírus é tanta que até cavalos estão usando máscaras. tudo ideia de um reciclador para incentivar a população de se proteger contra a doença. #borabrasil #bandjornalismo https://t.co/nmho0j8o1u",1.0
quem vai assumir a culpa da lambança? cadê os médicos de live e twitter? ===&gt,-1.0
o brasil tem 14.026 pessoas que já se curaram do coronavírus. uma boa notícia em meio a tantas negativas. graças a deus.,1.0
"Niterói foi escolhida pela Fiocruz para testar uma vacina de combate ao novo coronavírus.\n\nA parceria, que também envolve o Instituto Butatã começará provavelmente nesta segunda-feira, 20 de julho, com a aplicação da vacina num grupo restrito de profissionais da saúde. https://t.co/hlAnEj4tlx'}",1.0
"em ivoti todo mundo vai ter coronavírus, academias abrindo hoje. comércio aberto desde fim de semana já",-1.0
"💊🔎 três farmácias no leblon foram inspecionadas na segunda-feira (13) por agentes da @visa_rio, após denúncias de comercialização de testes rápidos para o novo #coronavirus. na ação, não foi constatada a venda do produto, restrita a unidades hospitalares. #riocontraocorona https://t.co/lofchrrmoa",-1.0
"galera, infelizmente o brasil teve seu recorde de mortos em função do novo coronavírus, com 204 mortos nas últimas 24 horasao contrário do que alguns dizem, não há indícios de que a epidemia está acabando no brasil.se puder, fique em casa.",-1.0
☀ #bomdia#democracia #divulgueaverdade #carapicuibasp #saude 💉 #coronavirus #maismedicos #defendaosus🇧🇷 por zezinho almeida - enrolando o lero. bolsonaro incompetente e mandeta sem planejamento vão empurrando com a barriga testagem? aumentar leitos? respiradores ? https://t.co/0rotuoci3z,-1.0
"prestem atenção na discrepância do custo de hospital de campanha do governo federal e outro de santa catarina. tenham por pressuposto que esses hospitais são instalações provisórias, e serão desmontados depois do #coronavírus. https://t.co/fzuwbjsm4r",-1.0
mais uma prova de que o isolamento social é inútil. https://t.co/2tvx8rp05a,-1.0
"o coronavírus não foi criado como arma biológica, mas psicológica. não para espalhar mortes, mas para espalhar o medo. mas não tenho dúvidas de que, para o caso de falhar essa estratégia, uma pandemia de verdade já esteja em preparação.",-1.0
a equipe do deputado @genpeternelli fez um levantamento de todas as ações divulgadas pelo governo de combate ao alastramento do #coronavirus. saiba quais no link:https://t.co/h432aawfcj https://t.co/h432aawfcj,-1.0
"na semana passada, publiquei sobre a primeira-recém nascida do brasil a testar positivo para covid-19. estava na uti neonatal do santa joana, local onde se contaminou após nascer. ontem, a notícia boa: a pequena rebeca recebeu alta https://t.co/freie2maf7",1.0
"sp luta também contra um vírus tão letal quanto o corona: o feminicídio em tempos de quarentena da pandemia. de 13 de abril até hoje 16 mulheres foram assassinadas. no acumulado do ano são 55 vítimas, dentro de suas próprias casas. uma vergonha nacional. https://t.co/8cubab0odz",-1.0
"Curioso. Recebo críticas por prever menos mortes d Covid-19 e nada falam daqueles q fizeram previsões catastróficas como @oatila, 1 milhão de mortos e @TheInterceptBr, 440 mil! Numero exato sempre é difícil, mas minha margem d erro será infinitamente menor q a deles. https://t.co/YDmvQnt52y'}",-1.0
veja quais hospitais de campanha foram criados para atender pacientes com coronavírus em pernambucohttps://t.co/9isob2nbcz https://t.co/6hwlkcrlgh,1.0
"distanciamento social intermitente pode ser necessário até 2022 se não houver vacina, diz estudo na science imunidade ao coronavírus deve ser temporária, afirmam pesquisadores da universidade harvard (via @folhaequilibrio)",1.0
"A live vai debater a aplicação da teoria da imprevisão, prevista nos artigos 478 a 480 do Código Civil, no cenário de disseminação do novo coronavírus (COVID-19).\n\nSaiba Mais:\nhttps://t.co/j7dd0ugMsO https://t.co/znSNLoLeRD",1.0
Que todo álcool que tô passando nas mãos se transforme em álcool pra beber depois que encontrarem uma vacina contra o coronavírus,1.0
ufpb liberou a licença para que interessados possam produzir em massa o equipamento que poderá salvar vidas neste momento. https://t.co/rcvhprmoqt,1.0
"A @unb_oficial vai participar do ensaio clínico nacional para testar a eficácia da vacina contra o #coronavírus em humanos. Desenvolvida pela farmacêutica chinesa Sinovac Biotech, a chamada CoronaVac está em fase de testes e será aplicada em 9 mil voluntários de todo o país. https://t.co/BnYps89fAr",1.0
vivi para ver brasileiro fazendo meme sobre o coronavirus e sua pouca letalidade. seria legal se não tivéssemos tantos mortos. ontem mais de 200. somos um povo sem noção nenhuma...,-1.0
"hoje, falo na @tribunadonorte sobre a estimativa de 86,7% de casos de coronavírus subnotificados no rn. teríamos, na realidade, cerca de 2,8 mil infectados, não 376.para cada caso confirmado da covid-19 no rn, há seis não notificados https://t.co/tmmfxss96r",-1.0
"Com dois tipos de testagem sendo realizados no Brasil, o RT-PCR (genético) e o teste rápido (sorológico), o Amazonas, segundo a Rede de Pesquisa Solidária, passou a ocupar a terceira posição no índice de estados brasileiros que mais realizaram a testagem para o novo coronavírus. https://t.co/3zrJ1GHJKc",1.0
"china escondeu gravidade do surto do novo coronavírus durante seis dias associated press teve acesso a documentos internos que provam que regime chinês já tinha noção da gravidade do surto em wuhan, mas durante seis dias manteve esses dados... https://t.co/yo7lwilolg #observador https://t.co/nylhnbllf3",-1.0
"mulheres, jovens e funcionários públicos também estão entre aqueles que desaprovam a gestão do governo federal na crise da covid-19https://t.co/ba4b2uxzjj",-1.0
"em estudo, especialistas vão avaliar uso de corticoide contra coronavírus https://t.co/snoa95r9jj",1.0
estudo traça rotas de dispersão do novo coronavírus no estado de sp https://t.co/oqkjc4cjfy https://t.co/pxxzv3kmif,1.0
"O Departamento de Defesa dos #EUA vai custear a construção de um hospital de campanha para combater o coronavírus em #Bacabal, cidade localizada no interior do #Maranhão.\n\nhttps://t.co/DHAcZOqO2f'}",1.0
Papa Francisco agradeceu o MST por ter distribuído toneladas de alimentos às famílias pobres durante a pandemia do novo coronavírus. Vou aguardar Francisco parabenizar @jairbolsonaro pelo auxílio emergencial que reduziu a extrema pobreza ao menor nível em 40 anos,1.0
coronavírus infecta equipes do samu recife e deixa pelo menos 98 profissionais fora de combate à covid-19https://t.co/c7mpl3hrqz https://t.co/b8feds9ht4,-1.0
apresentei projeto de lei que reduz em 30% os valores das mensalidades cobradas por instituições privadas de ensino superior. a redução se justifica por conta da suspensão das aulas mudança das aulas presenciais por on-line durante o período da pandemia! https://t.co/ockicr3xkt,1.0
"atenção patriotas! mais uma vez a extrema mídia comunista divulgou fake news dizendo batemos recorde em número de mortes pelo coronavírus. fake! os eua nos salvarão assim que se salvarem, temos que ser gratos! e temos que que voltar ao trabalho para as empresas não quebrarem! https://t.co/zxuqvo24rx",-1.0
Solidariedade em tempos de covid-19. Mais de 200 médicos cubanos chegaram a África do Sul para auxiliar o país no combate ao novo coronavirus. https://t.co/PWriysIzzm',1.0
"voltar com o futebol no epicentro da pandemia do coronavírus no país, é desumanizar um esporte que precisa de centenas de pessoas para que uma única partida aconteça. #pressfut #acasadofutebolhttps://t.co/b9vkcdipks",-1.0
"Tem uma galera reclamando que o povo de Recife foi à praia, mesmo com risco de coronavírus... Gente! O povo de Recife vai a praia com risco de tubarão, quanto mais Corona que nem dente tem",1.0
Campanhas de arrecadação para os povos indígenas no enfrentamento do coronavírus #IndígenasECovid19 \n\nOrganizando em thread todas as vaquinhas e campanhas. Segue o \U0001f9f5\n\n👇🏽,1.0
Enquanto a primeira-ministra da Nova Zelândia é reeleita de maneira avassaladora sobretudo pela seriedade com que conduziu o combate ao coronavírus,1.0
Alcolumbre prorroga MPs com ações de enfrentamento ao novo coronavírus https://t.co/7c2IN0wjdp,1.0
em reunião com lideranças latino-americanas reunidas no grupo de puebla @progresalatam lula defendeu a integração regional no combate ao coronavírus. @lulaoficial ainda lamentou a morte de tantas pessoas ao redor do mundo: “quero ser solidário a cada companheiro”. https://t.co/i5gckehisz,1.0
washington post’ diz que @jairbolsonaro é o pior líder global a lidar com o coronavírus. https://t.co/oyyzumj1re,-1.0
"Com a chegada de novos respiradores, Joinville está reforçando sua capacidade na área da saúde, para o atendimento a vítimas do novo coronavírus que inspiram cuidados. https://t.co/ggG8FfQAOt",1.0
coronavirus até o fim do mês fará o caminho de volta pro inferno- final do ano o comércio vai bombar nas vendas- 2021 economia nos trilhos -2022 bolsonaro se reelege,1.0
assista a constantino: imensa maioria se cura do coronavírus sem sequelas no youtube https://t.co/q8b8yjpfim,1.0
leio na imprensa que cientistas canadenses apontam #cães de rua como possíveis hospedeiros do #coronavirus. temo por uma ação desenfreada das carrocinhas mundo a fora .,-1.0
"até o momento, dos 25.262 casos confirmados de #coronavírus no #brasil, 14.026 são considerados recuperados da doença. https://t.co/yfb9e8wn4m",1.0
Saiba como fazer o teste diagnóstico de coronavírus https://t.co/RhcyAFcMfp https://t.co/N5sXC9gepc,1.0
o brasil chegou a um ponto tão absurdo que entender que a quarentena é essencial para a não propagação do coronavírus é coisa de comunista...,-1.0
o governador witzel testou positivo para o #coronavírus. vamos ver o que ele vai fazer com a quarentena agora...,-1.0
"aquele que passeia sem necessidade por estabelecimentos, descumpre as recomendações que todos seguem e passa a mão no nariz antes de cumprimentar seu gado, não terá seu resultado do seu teste para o coronavírus divulgado.lembrando que: quem não deve não teme. https://t.co/jym266cdyh",-1.0
não entendo porque ngm exagera para falar bem. para o lado positivo. https://t.co/l5zzwbm53u,1.0
"de acordo com a polícia militar, a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana https://t.co/zpgsntdeyc",-1.0
"O isolamento social provou ser não só a melhor medida sanitária para conter o coronavírus, como, a médio e longo prazos, o melhor para economia. Porque quanto mais rápido um país controla o propagação mais rápido será possível retomar as atividades. https://t.co/9hBJqFtPJP'}",1.0
rapaz ainda é investigado por divulgar notícias falsas em grupos de whatsapp. #odia https://t.co/oe20rfrwc3,-1.0
"nosso papel é informar, lembrar e ressaltar que: o novo #coronavírus não causa uma gripe comum 😰 ainda não há remédio ou vacina 😢 a melhor solução é o isolamento social 👵🏽 ❌ 🧔🏻 #fiqueemcasa ❤️ #covid19 #prevenção #saúde #setrebahia @saudegovba @governodabahia https://t.co/fjrewknlxp",1.0
Bill Gates muda fundação para focar no combate à COVID-19 https://t.co/iZVCS5aiDC https://t.co/nR3DRMZsSJ,1.0
passei meus últimos dias compilando todas as medidas normativas tomadas pelo governo bolsonaro durante a crise do coronavírus. foram 161 até hj. a lista mostra os detalhes mais importantes de cada uma e link para a publicação original. atualização diária! https://t.co/3axdttsfdz https://t.co/yxrxpditsj,-1.0
"ainda não entendeu?com pressão interna e mais de mil mortos por coronavírus, suécia discute bloqueios https://t.co/qy0zzga1ya",-1.0
"número de casos graves de covid-19 é pelo menos o dobro do registrado, mostra projeção | coronavírus | g1 https://t.co/mqnylfgjog",-1.0
@estadaointer governo da nova zelândia destina 20% dos salários para combate ao novo coronavírus -via @estadaointer https://t.co/pyz895q1wu,1.0
"mais de 500 mil se curaram da covid-19 no mundo, diz universidade dos eua @uolnoticias @uol https://t.co/oj08ai9aq0",1.0
"A SITUAÇÃO É GRAVE!🔴 Hj no Brasil temos 4.543 vítimas da Covid-19. A China está com 4.642, ou seja, em 24 hs podemos ultrapassar o nº de mortes da China. Na próxima quarta, vamos ouvir o ministro Teich sobre a paralisia que vivemos em relação a testes,  EPI's e respiradores. https://t.co/CPu0NWoqXR",-1.0
MP ajuíza ação para que a prefeitura de Porto Alegre apresente o detalhamento do plano de combate ao coronavírus - https://t.co/grtDdNErlw,1.0
nunca na minha vida tive que pedir a um paciente que desligasse o telefone porque estava na hora de colocar um tubo de respiração. os médicos que tratam pacientes com coronavírus tiveram que reprojetar em tempo real sua prática de medicina e suas vidas pessoais. https://t.co/xgtefsl2zn,-1.0
"deputados realizam, na manhã de hoje, a primeira sessão ordinária por vídeo conferência da história da @alepa_com. a sessão é remota para manter o isolamento social e combater a disseminação do coronavírus. você poderá acompanhar pela rádio e tv alepa no https://t.co/lkcguxkj7h https://t.co/8wdubww2rt",1.0
"Nunca mais ninguém falou de Dengue, será que o mosquito pegou coronavirus e morreu? KKKKKKKKKKK",1.0
"ah, lacrou? vc está enganado, ele previu sim 1 milhão de mortes até agosto. espero que você passe a pesquisar o básico no google na próxima postage,evitando assim a vergonha que passa. https://t.co/a6xfzwwyx8",-1.0
"secretário de saúde do ceará prevê 250 mortes por dia em fortaleza a partir de maio.diz q o sistema de saúde já calapsou e com o isso a nossa taxa de mortalidade deve saltar de 5,35 pra 10%só temos 5 dias de estoque de epis para profissionais de saúdehttps://t.co/75efyabo7f",-1.0
"governador wilson witzel foi diagnosticado com coronavírus, espero que ele use hidroxicloroquina, de coração.",-1.0
inacreditável: funai alerta que os indígenas não devem bloquear as estradas de acesso às aldeias durante a pandemia do novo coronavírus por motivos de brasil não pode parar https://t.co/BUaVGAwE2Q,-1.0
"Há uma diferença entre dizer ""Estou bem"" e ""Me sinto bem"". Com Cristo é possível sentir-se bem mesmo quando não se está bem. \n(John Piper em ""Coronavirus e Cristo"")",1.0
"Coronavirus não é brincadeira. Usem máscara, lavem as mãos e façam o distanciamento social. Não existe atalho. \n\nhttps://t.co/A7DvE15sNV vía @el_pais",1.0
"o governador do rj, embora infectado pelo #coronavírus, diz que vai continuar trabalhando, seguindo as recomendações médicas. a questão é: os demais cidadãos residentes no estado também não poderiam continuar trabalhando, seguindo as recomendações médicas para evitar contágio?",-1.0
"Farmacêuticas de todo o mundo estão correndo para desenvolver vacinas e tratamentos contra a doença semelhante à gripe, causada pelo novo coronavírus, que já infectou quase 14 milhões de pessoas e matou mais de 580 mil em todo o mundo",1.0
"a suécia pode ser o único país do mundo que vai acertando no combate ao coronavírus. eles não fecharam nada e não proibiram nada e agora pesquisadores de harvard dizem que eles podem estar certos.em um relatório da universidade de harvard, quatro epidemiologistas e",1.0
a saga da primeira pessoa do mundo a esconder um exame de coronavirus que deu negativo continua https://t.co/j2iczkftvq,-1.0
"e o pessoal acha que é baboseira a projeção de isolamento até 2022, sendo que o país que melhor atuou no combate ao #coronavirus tá fazendo novo lockdown https://t.co/79mvy7pnsi",-1.0
evolução dos casos de #coronavírus no mundo: 19/01: 100 casos24/01: 1.000 casos12/02: 50.000 casos06/03: 100.000 casos18/03: 200.000 casos26/03: 500.000 casos02/04: 1.000.000 casos14/04: 2.000.000 casos,-1.0
"aquí, vendo unha serie para despexar a cabeza do coronavirus. https://t.co/wqbkapsqdi",1.0
Os países que tiveram os melhores resultados durante o combate ao coronavírus tinham algo em comum: TODOS eles são liderados por mulheres.\n👇🏾 https://t.co/uPiOYWLQss,1.0
"um casal de idosos italianos, sandra &amp, giancarlo, celebrou seu aniversário de 50 anos, em terapia intensiva, pois ambos são pacientes com coronavírus. médicos do hospital",1.0
oms libera imagens da cura do coronavirus https://t.co/nlxdd3pcyw,1.0
"Meu pai sobreviveu à Covid-19, pessoal!",1.0
"editorial do washington post coloca o presidente do brasil ao lado de lideres de belarus, turquemenistão, nicarágua como os piores a lidar com a crise - e diz que de longe o caso mais grave de improbidade é o do presidente brasileiro jair bolsonaro https://t.co/togouvvcnw",-1.0
"para @osmarterra, a pandemia do #coronavírus no brasil atingiu o pico no final de março:a realidade:• casos até 31/3: 5717• casos até hoje: 25262• mortes até 31/3: 201• mortes até hoje: 1532 https://t.co/hcjrawihpa",-1.0
"depois de uma morte e 35 suspeitas de contaminação, denúncia aponta negligência. https://t.co/3tihfnb1si",-1.0
só mesmo o corona p conseguir liberar a fab das garras de maia antes com uma média de uma viagem a cada 2 dias. hoje completa 1 mês sem usar jatinhos mas não podemos subestimar o poder de maia em sangrar os cofres do paíshttps://t.co/xo7ewa7yui,-1.0
assessor de prefeito de campinas é envolvido em roubo de testes para covid-19 https://t.co/2edz5cvux3,-1.0
"começou! e o destaque de hoje é uma roda de conversa com a participação de pessoas que contraíram a covid-19 e que foram submetidas ao tratamento. o nosso time de especialistas também segue à disposição para tirar as suas dúvidas, aqui na @bandtv! 😉📺#aquinaband #coronavírus https://t.co/srjvvhkvt9",1.0
"governo estadual havia anunciado a permissão para reabrir o comércio e os serviços não essenciais, mantendo acesso restrito para evitar aglomerações e álcool gel para o público.https://t.co/ihsuswuzvn",1.0
"vocês pediram mais detalhes, certo? veja aí o novo formato de boletim sobre casos de coronavírus cidade! com número de recuperados e outros dados sobre contágio do coronavírus em maringá #rt https://t.co/yjm8gdb5qv",-1.0
comissão externa debate ações preventivas ao coronavírus. https://t.co/4wvdaxui0o,1.0
"temos um grupo de mais ou menos 800 médicos volutários que está atendendo de graça, por telemedicina, pacientes suspeitos ou confirmados de covid-19. O projeto se chama missão covid. Precisamos de mais médicos voluntários. RT, por favor.",1.0
menino de dois anos diagnosticado com coronavírus após transplante ganha festa de aniversário no hospital https://t.co/htweajdgm7 #g1 https://t.co/szmk1zjyqs,1.0
urgente: o presidente americano @realdonaldtrump instruiu sua administração a suspender o financiamento da oms (@who) enquanto os eua investigam a organização por grave improbidade e acobertamento da disseminação do coronavírus!atitude corretíssima! 🇧🇷🤝🇺🇸,-1.0
opinião: imensa maioria se cura do coronavírus sem sequelas. | @rconstantino saiba mais: https://t.co/qtcznhysrg https://t.co/a6cferisj2,1.0
ai o meu doutorzinho está com o coronavirus 💔,1.0
pessoal o google liberou relatórios de mobilidade urbana e dados sobre os principais setores nesse cenário de covid-19 em todos os países do mundo (divido por estados). assustador ver que nos eua a circulação em parques aumentou em até 11%. https://t.co/5mdqqdmq1l #coronavirus,-1.0
Coronavirus (NÃO compartilhe objetos pessoais) ~Ouça Atualizações na Região SUL~\n\nhttps://t.co/5JQxZrQwzP,1.0
"a quantidade de pessoas que começa a sair da toca para desvalorizar as mortes do coronavírus, sugerindo que mais importante do que a vida das pessoas é a economia, prova que estaline ainda é actual: a morte de uma pessoa é uma tragédia, de milhões, estatística.",-1.0
feminicídios em casa dobram em sp durante quarentena por coronavirus https://t.co/diyz45xxka https://t.co/bbqpsasqwe,-1.0
"#fiqueatento! ⚖️ plenário julga, nesta quarta-feira (15), por videoconferência, ações relacionadas às medidas de combate ao #coronavírus. https://t.co/t6veb1ehcc",1.0
