text,label
"Em o início , achei a leitura um pouco pesada , mas depois que se acostuma com o jeito de escrever de Portugal , fica tranquilo .",1
Super recomendo !,1
"A o contrário de o que pensava , o livro é tão bom que a questão parágrafos , diálogos sem separação , ausência de pontos se tornou secundária !",1
É impossível ler toda aquela dissecação de o ser humano e permanecer indiferente .,1
E em esse quesito a autora arrebenta porque ela consegue prender a nossa atenção de o inicio a o fim .,1
Não conseguia parar de ler e me encantar com a narrativa .,1
É mesmo com um ritmo vertiginoso que o leitor se envolve em cada palavra que os dois trocam .,1
Bem legal .,1
"Foi um livro forte , impactante e emocionante , que teve uma adaptação pro cinema por as mãos de o diretor brasileiro Fernando Meireles e que causou as mais diversas opiniões por o mundo , por conta de as cenas fortes que a história trás .",1
Mas qualquer outra pessoa acharia esse livro mal escrito e de personagens fracos e mal construídos .,-1
Todos devemos ler para enxergar as chagas de a humanidade e se enxergar em elas .,1
Realmente um de os piores livros que já li ... só perde para os livros de a própria sequência ... lamentável ... como é possível alguém gostar de um livro que não fala sobre nada ... um romance ridículo de criança mesmo .... um livro totalmente infantil ... Obs .,-1
Indico para qualquer um que queira fantasiar com um amor impossível ou até meio possível para alguns que acreditam e vou lhes confessar que eu não me surpreenderia se aparecesse em a minha frente um vampiro em um volvo prata me chamando pra dar um volta por as campinas de Forks .,1
Recomendado !,1
Sua historia deixa vc incapaz de largar o livro e de ir por o mundo a fora procurar seu Edward Cullen !,1
"Foi concerteza um livro muito bom , onde a falta de nome de os personagens não deixaram a leitura confusa e sim mais interessante .",1
Recomendo !,1
li quando era ainda mais nova e me chocou muito !,1
"pois a o mesmo tempo que o livro pode ser obsceno , é também realista , pois se passa entre jovens pobres que poucos são alfabetizados e tem que usar suas artimanhas para conseguir comida e enganar famílias( como por exemplo conseguir comida jogando em a cara que são órfãos ) .",1
Recomendo !,1
O livro tem uma diagramação simples em o que diz respeitos A as páginas internas porém a capa e a contra capa tem um charme todo especial .,1
A história em si é interessante .,1
Eu como boa admiradora de romances achei o livro ótimo .,1
"O livro tem poucos ( para não dizer raros ) parágrafos e pontos finais , tornando a leitura um pouco angustiante , porém em a minha opinião Saramago foi genial a o optar por este recurso que torna o livro mais dramático e ainda melhor .",1
"Para retratar os dois pontos de vista , a autora lança mão de o seguinte expediente : a primeira parte de o livro , de a gestação de Maria de Lourdes até seus treze anos , é narrada por a mãe , que , então , passa a palavra a a filha de uma forma bastante inteligente e sensível : É a menina cedendo lugar não a a mulher , mas a uma linda mocinha .",1
Sem dúvida o livro que abre a saga de vampiros de a Stephenie Meyer é extraordinário .,1
"Tente relacionar este livro a o mundo atual , a o mundo passado ou a um possivel futuro , e verá o porque este livro é um grande clássico .",1
"Um livro ótimo , ótimo .",1
É um excelente livro que relata um fim de semana vivido por o jovem Holden .,1
É bom demais .,1
"Li o livro em apenas um dia , passei a tarde toda grudada em o livro .",1
"Sem ofensa para os que lera , mas ... esse livro é totalmente , debilmente despojado de qualquer forma de sublimidade ou cultura .",-1
""" 1984 "" , a magnífica obra de George Orwell , escrito em 1948 , fala de um mundo dominado por o socialismo totalitário - reflexo de o período pós-guerra quando Orwell , se desiludindo cada vez mais com os rumos de o "" socialismo "" de Stalin , escreveu o livro .",1
"Enfim , é um livro que não recomendária .",-1
uma verdadeira crítica a sociedade ' cega ' de valores .,1
Se houver amanhã é antes de tudo surpreendente .,1
Com certeza um de os melhores que já li !,1
; ),1
"O livro realmente é divertido porém não apresenta uma história sobre a personagem durante o livro todo , são varios episódios que aconteceram durante toda a vida de ela .",1
Claaaaro que o detalhe de ter um vampiro em o meio ( nunca tinha lido um livro com vampiros ) não atrapalhou em nada e confesso que até ficou mais interessante .,1
"Em a verdade , só li pq era livro de vestibular ( tenho pavor de livros indicados para o vestibular ... ) , mas me supreendeu , tanto que me fez comover com as histórias de esses garotos de rua e até me emocionar com um de eles .",1
"Começando com Ângela em a gravidez , que é umas de as partes mais engraçadas , algumas coisas que ela fala e pensa faz todo o sentindo , como você pode estar gorda e feia , mas se você está grávidas todos vão te amar e te achar linda , também tem quando está grávida você não ganha presentes para você e sim para seu bebê .",1
"Contando a história de um grupo de meninos de rua de a Bahia o autor mergulha em um mundo de abandono , revolta social e ainda conta o nascimento de o amor de Pedro Bala e Dora carregado de o desejo carnal e muita ternura .",1
"Enredo mirabolante , trama envolvente mas chega a haver exagero .",-1
"Gostei particularmente de a primeira parte de a história , que se passa em a África de o Sul e se foca em James Blackwell , um homem corajoso , perseverante e movido por o desejo de vingança .",1
"É um livro envolvente , apesar de os poucos personagens e de um anticlimax muitas vezes irritante , em a minha opiniao .",1
"Mas me conquistou rapidamente , e hoje tenho muito carinho por ele .",1
"Vários trechos têm tendência para "" O Capital "" de Karl Marx , algo que achei GENIAL .",1
"É um livro muito doloroso , mas magnífico a o mesmo tempo .",1
"Li e meu máximo foi terminar o segundo livro , não precisei de mais pra confirmar que Stephanie Meyer seria mais sensata se deixasse sua imaginação incrivelmente fértil somente pro mundo de os seus sonhos .",-1
Excelentíssimo livro !,1
O livro é incrível .,1
"Um livro real e perturbador sim , que instiga e aguça os seus sentidos .",1
